order_id,return_reason,refund_amount,refund_status
21155,Wrong Item Delivered,3363.19,Pending
21160,Damaged Product,3588.9,Pending
21163,Changed Mind,2561.85,Refunded
21174,Poor Quality,2077.1,Refunded
21175,Changed Mind,364.04,Rejected
21183,Changed Mind,4506.25,Refunded
21187,Damaged Product,4609.39,Pending
21190,Wrong Item Delivered,4273.16,Pending
21191,Poor Quality,4188.25,Pending
21204,Size Issue,1952.67,Rejected
21212,Damaged Product,4179.02,Rejected
21216,Wrong Item Delivered,1263.77,Refunded
21222,Late Delivery,3685.98,Rejected
21231,Size Issue,711.38,Pending
21234,Damaged Product,1136.61,Refunded
21239,Wrong Item Delivered,4008.92,Pending
21249,Wrong Item Delivered,1371.97,Pending
21272,Poor Quality,4251.45,Refunded
21286,Wrong Item Delivered,3281.36,Pending
21289,Changed Mind,1627.82,Pending
21294,Wrong Item Delivered,4655.43,Rejected
21298,Size Issue,1839.47,Rejected
21315,Changed Mind,1250.44,Rejected
21351,Poor Quality,4091.16,Refunded
21358,Late Delivery,1728.47,Rejected
21365,Size Issue,1422.75,Refunded
21372,Size Issue,181.43,Pending
21376,Damaged Product,1431.19,Pending
21395,Changed Mind,1518.92,Rejected
21403,Wrong Item Delivered,148.64,Rejected
21407,Late Delivery,4139.9,Refunded
21410,Changed Mind,3809.06,Refunded
21417,Wrong Item Delivered,3064.5,Refunded
21424,Wrong Item Delivered,700.73,Pending
21434,Size Issue,3408.71,Refunded
21443,Wrong Item Delivered,162.52,Pending
21444,Damaged Product,2198.74,Refunded
21448,Changed Mind,779.28,Pending
21459,Damaged Product,3399.67,Rejected
21462,Wrong Item Delivered,2662.96,Rejected
21465,Wrong Item Delivered,4743.21,Rejected
21472,Changed Mind,2145.41,Rejected
21479,Changed Mind,4160.4,Rejected
21480,Size Issue,4832.66,Rejected
21497,Late Delivery,3666.98,Refunded
21506,Late Delivery,1089,Refunded
21513,Damaged Product,1706.4,Refunded
21524,Damaged Product,3889.94,Refunded
21533,Changed Mind,1989.91,Pending
21568,Poor Quality,4962.66,Pending
21569,Wrong Item Delivered,4980.56,Rejected
21575,Wrong Item Delivered,3489.85,Refunded
21580,Wrong Item Delivered,3093.08,Rejected
21589,Size Issue,1970.07,Pending
21594,Size Issue,758.49,Rejected
21607,Late Delivery,2279.51,Rejected
21617,Wrong Item Delivered,1109.84,Rejected
21619,Wrong Item Delivered,2634.42,Rejected
21623,Changed Mind,2855.83,Rejected
21635,Wrong Item Delivered,3175.81,Rejected
21645,Size Issue,523.21,Rejected
21646,Changed Mind,2576.57,Refunded
21653,Poor Quality,2170.82,Rejected
21660,Wrong Item Delivered,514.26,Pending
21666,Wrong Item Delivered,3967.81,Pending
21681,Poor Quality,3344.52,Refunded
21698,Late Delivery,4030.42,Pending
21703,Size Issue,2202.61,Refunded
21708,Size Issue,1521.37,Pending
21709,Damaged Product,1180.33,Pending
21712,Wrong Item Delivered,3958.95,Rejected
21714,Poor Quality,4555.26,Refunded
21715,Wrong Item Delivered,2204.99,Rejected
21722,Late Delivery,732.98,Pending
21752,Poor Quality,1161,Refunded
21762,Size Issue,1284.62,Rejected
21788,Poor Quality,3199.1,Rejected
21794,Size Issue,1034.55,Refunded
21803,Poor Quality,3924.47,Rejected
21810,Damaged Product,3217.17,Rejected
21818,Wrong Item Delivered,395.57,Refunded
21829,Size Issue,673.25,Pending
21838,Size Issue,130.74,Pending
21843,Poor Quality,1037.84,Refunded
21855,Poor Quality,472.37,Rejected
21856,Size Issue,1623.12,Pending
21857,Size Issue,796.02,Refunded
21868,Changed Mind,3171.47,Pending
21869,Poor Quality,3158.9,Rejected
21876,Wrong Item Delivered,997.27,Pending
21885,Size Issue,1820.33,Pending
21887,Changed Mind,4287.14,Refunded
21892,Wrong Item Delivered,2600.87,Pending
21897,Size Issue,2961.69,Rejected
21899,Damaged Product,1521.56,Rejected
21928,Poor Quality,4765,Pending
21931,Damaged Product,2912.33,Pending
21936,Wrong Item Delivered,2958.28,Refunded
21938,Wrong Item Delivered,2075.62,Refunded
21940,Damaged Product,2451.67,Refunded
21948,Changed Mind,3438.87,Pending
21962,Wrong Item Delivered,4753.24,Refunded
21969,Damaged Product,3843.87,Pending
21986,Size Issue,4765.47,Pending
21987,Late Delivery,2898.76,Refunded
21990,Late Delivery,615.05,Refunded
21992,Poor Quality,2963.41,Rejected
21999,Poor Quality,3496.5,Pending
22011,Changed Mind,2045.5,Refunded
22018,Changed Mind,1565.6,Pending
22026,Late Delivery,876.15,Rejected
22028,Late Delivery,2032.85,Rejected
22048,Wrong Item Delivered,3532.15,Pending
22094,Poor Quality,3513.17,Refunded
22097,Damaged Product,1973.69,Rejected
22109,Wrong Item Delivered,2508.63,Pending
22113,Damaged Product,1798.47,Refunded
22136,Damaged Product,3167.11,Pending
22139,Size Issue,364.85,Pending
22142,Damaged Product,945.99,Pending
22166,Wrong Item Delivered,4438.61,Refunded
22178,Changed Mind,4100.73,Rejected
22181,Size Issue,4435.71,Refunded
22186,Changed Mind,1099.72,Pending
22193,Changed Mind,480.81,Pending
22204,Wrong Item Delivered,1281.34,Refunded
22231,Damaged Product,3097.64,Refunded
22237,Size Issue,804.24,Refunded
22247,Changed Mind,188.65,Refunded
22249,Changed Mind,972,Refunded
22268,Changed Mind,1362.95,Refunded
22278,Poor Quality,1305.26,Rejected
22281,Changed Mind,581.85,Pending
22297,Poor Quality,3294.58,Pending
22301,Changed Mind,3498.81,Rejected
22303,Wrong Item Delivered,262.77,Pending
22317,Size Issue,2373.55,Refunded
22335,Poor Quality,1732.64,Rejected
22339,Wrong Item Delivered,1655.99,Refunded
22358,Wrong Item Delivered,2461.68,Refunded
22392,Late Delivery,4132.21,Rejected
22397,Late Delivery,609.86,Rejected
22398,Size Issue,424.38,Pending
22408,Changed Mind,851.43,Refunded
22409,Size Issue,3430.16,Refunded
22411,Late Delivery,2800.36,Pending
22416,Size Issue,1754.99,Refunded
22427,Wrong Item Delivered,3018.4,Pending
22431,Damaged Product,2610.83,Pending
22442,Size Issue,507.79,Rejected
22446,Size Issue,2542.73,Rejected
22463,Changed Mind,834.26,Refunded
22471,Wrong Item Delivered,240.34,Pending
22475,Poor Quality,166.25,Refunded
22480,Changed Mind,1742.02,Rejected
22492,Poor Quality,1053.06,Pending
22496,Damaged Product,147.88,Rejected
22506,Damaged Product,2416.78,Pending
22510,Damaged Product,4631.45,Rejected
22513,Changed Mind,3212.82,Rejected
22525,Poor Quality,3366.14,Pending
22527,Changed Mind,2017.64,Rejected
22529,Late Delivery,710.46,Pending
22539,Changed Mind,2715.49,Pending
22557,Damaged Product,4131.61,Rejected
22586,Size Issue,3976.79,Rejected
22588,Damaged Product,4112.82,Refunded
22590,Changed Mind,3619.67,Rejected
22604,Damaged Product,1631.16,Refunded
22607,Poor Quality,1155.85,Rejected
22614,Size Issue,2411.94,Refunded
22615,Size Issue,1681.34,Rejected
22630,Changed Mind,3662.88,Pending
22640,Changed Mind,3836.52,Refunded
22656,Damaged Product,1192.95,Rejected
22658,Wrong Item Delivered,4366.45,Rejected
22666,Poor Quality,2734.03,Refunded
22677,Poor Quality,3593.36,Rejected
22691,Late Delivery,2547.32,Rejected
22692,Changed Mind,1943.78,Refunded
22694,Changed Mind,3052.93,Rejected
22695,Size Issue,2748.47,Refunded
22701,Late Delivery,1298.62,Pending
22709,Changed Mind,4245.07,Pending
22718,Changed Mind,889.56,Refunded
22722,Size Issue,4032.3,Rejected
22731,Damaged Product,4007.71,Refunded
22771,Damaged Product,4923.42,Refunded
22781,Damaged Product,2073.31,Pending
22782,Poor Quality,545.73,Refunded
22792,Damaged Product,2257.17,Refunded
22794,Damaged Product,3887.51,Refunded
22795,Late Delivery,1328.74,Refunded
22823,Size Issue,4021.95,Refunded
22833,Wrong Item Delivered,3226.44,Rejected
22839,Damaged Product,1635.15,Rejected
22854,Poor Quality,1159.27,Pending
22858,Damaged Product,4470.25,Rejected
22869,Poor Quality,2540.43,Rejected
22874,Poor Quality,3666.44,Pending
22898,Wrong Item Delivered,2693.88,Rejected
22904,Damaged Product,3647.2,Rejected
22917,Poor Quality,3355.92,Pending
22918,Wrong Item Delivered,4169.57,Rejected
22923,Damaged Product,4622.1,Rejected
22933,Changed Mind,4769.96,Rejected
22949,Changed Mind,337.91,Refunded
22958,Poor Quality,4239.75,Pending
22961,Damaged Product,2697.06,Rejected
22962,Damaged Product,1934.83,Rejected
22984,Late Delivery,3564.6,Pending
22991,Poor Quality,3726.57,Refunded
22999,Damaged Product,739.27,Refunded
23008,Changed Mind,4149.97,Pending
23015,Wrong Item Delivered,3279.22,Rejected
23021,Late Delivery,4653.38,Refunded
23028,Late Delivery,2477.12,Pending
23030,Damaged Product,4373.77,Pending
23033,Changed Mind,789.51,Rejected
23034,Late Delivery,1336.07,Pending
23038,Damaged Product,3921.46,Rejected
23051,Late Delivery,4203.82,Refunded
23054,Wrong Item Delivered,950.1,Refunded
23056,Late Delivery,2415.77,Pending
23060,Late Delivery,733.12,Pending
23090,Wrong Item Delivered,1592.14,Refunded
23102,Changed Mind,1252.57,Rejected
23117,Damaged Product,2293.99,Pending
23127,Size Issue,4803.71,Refunded
23145,Late Delivery,2805.35,Rejected
23147,Wrong Item Delivered,4530.56,Pending
23152,Wrong Item Delivered,1026.4,Refunded
23156,Wrong Item Delivered,1061.21,Rejected
23159,Late Delivery,177.56,Refunded
23180,Damaged Product,1271.64,Rejected
23181,Changed Mind,2328.89,Pending
23188,Poor Quality,1633.72,Rejected
23192,Late Delivery,1504.55,Pending
23212,Wrong Item Delivered,4884.57,Refunded
23219,Wrong Item Delivered,4290.76,Refunded
23237,Late Delivery,3736.47,Rejected
23241,Changed Mind,3615.02,Rejected
23243,Wrong Item Delivered,4783.76,Rejected
23252,Changed Mind,2026.93,Pending
23253,Damaged Product,3665.33,Rejected
23261,Late Delivery,2157.01,Refunded
23272,Changed Mind,242.61,Refunded
23277,Changed Mind,2554.29,Refunded
23317,Damaged Product,3440.37,Pending
23321,Wrong Item Delivered,1231.49,Rejected
23323,Size Issue,3885,Refunded
23324,Changed Mind,4722.2,Refunded
23334,Size Issue,2235.39,Refunded
23337,Poor Quality,175.82,Refunded
23349,Late Delivery,506.8,Pending
23352,Poor Quality,4398.71,Rejected
23353,Damaged Product,2686.69,Refunded
23358,Damaged Product,724.14,Rejected
23359,Changed Mind,2864.48,Rejected
23366,Wrong Item Delivered,3723.18,Refunded
23375,Size Issue,234.35,Rejected
23382,Size Issue,1786.37,Rejected
23384,Wrong Item Delivered,1687.97,Pending
23389,Late Delivery,1519,Rejected
23392,Size Issue,4746.86,Pending
23397,Changed Mind,209.1,Pending
23426,Changed Mind,1820.77,Pending
23433,Size Issue,4152.51,Pending
23440,Size Issue,1687.34,Rejected
23444,Size Issue,2938.87,Refunded
23487,Size Issue,1248.16,Refunded
23507,Late Delivery,1243.8,Rejected
23517,Poor Quality,4110.79,Refunded
23539,Changed Mind,2154.86,Pending
23546,Late Delivery,1374.31,Rejected
23547,Changed Mind,1478.5,Pending
23549,Poor Quality,2103.74,Pending
23564,Poor Quality,3779.03,Refunded
23566,Late Delivery,802.47,Refunded
23570,Size Issue,2202.2,Refunded
23583,Changed Mind,4668.29,Refunded
23591,Wrong Item Delivered,3146.08,Rejected
23593,Wrong Item Delivered,1222.62,Pending
23598,Changed Mind,4048.41,Rejected
23602,Size Issue,4352.52,Pending
23606,Size Issue,1659.27,Pending
23607,Size Issue,3984.42,Refunded
23621,Damaged Product,4339.92,Refunded
23639,Late Delivery,1175.66,Refunded
23640,Changed Mind,157.63,Refunded
23661,Size Issue,3083.32,Pending
23674,Wrong Item Delivered,4677.6,Pending
23708,Changed Mind,2598.62,Pending
23711,Damaged Product,4744.57,Pending
23716,Size Issue,3393.1,Refunded
23720,Wrong Item Delivered,4596.93,Rejected
23732,Size Issue,4198.19,Rejected
23742,Size Issue,603.42,Pending
23745,Changed Mind,1772.47,Pending
23756,Poor Quality,1444.45,Rejected
23761,Late Delivery,1803.75,Refunded
23772,Changed Mind,4911.72,Refunded
23774,Wrong Item Delivered,334.68,Pending
23775,Size Issue,3565.59,Refunded
23782,Wrong Item Delivered,3056.75,Pending
23798,Late Delivery,4413.6,Rejected
23801,Wrong Item Delivered,176.51,Pending
23805,Damaged Product,1152.9,Pending
23811,Damaged Product,1527.82,Refunded
23812,Size Issue,3737.02,Refunded
23814,Changed Mind,1802.37,Refunded
23846,Damaged Product,271.95,Rejected
23864,Size Issue,3064.71,Refunded
23867,Late Delivery,3822.4,Rejected
23877,Damaged Product,4422.79,Refunded
23883,Size Issue,1049.49,Pending
23888,Late Delivery,2044.75,Rejected
23912,Poor Quality,1399.99,Refunded
23917,Poor Quality,3972.87,Refunded
23930,Damaged Product,4087.19,Refunded
23936,Damaged Product,4498.88,Refunded
23937,Wrong Item Delivered,2207.07,Pending
23940,Changed Mind,1317.92,Refunded
23943,Poor Quality,137.51,Refunded
23948,Late Delivery,3026.25,Refunded
23952,Poor Quality,2374.58,Rejected
23969,Wrong Item Delivered,1832.8,Pending
23970,Size Issue,1269.45,Refunded
23977,Late Delivery,2813.67,Refunded
23983,Size Issue,4361.27,Pending
24018,Wrong Item Delivered,3011.35,Refunded
24020,Wrong Item Delivered,3528.44,Refunded
24021,Poor Quality,1380.48,Refunded
24031,Poor Quality,4172.82,Rejected
24040,Damaged Product,4744.32,Refunded
24054,Poor Quality,1528.05,Pending
24063,Late Delivery,4403.21,Refunded
24071,Poor Quality,4394.24,Refunded
24084,Poor Quality,4069.78,Rejected
24086,Poor Quality,3389.74,Refunded
24103,Late Delivery,3900.22,Rejected
24110,Poor Quality,2002.83,Refunded
24111,Late Delivery,3330.92,Refunded
24121,Poor Quality,1836.38,Pending
24123,Changed Mind,1163.17,Pending
24131,Poor Quality,4423.39,Rejected
24136,Size Issue,2520.43,Rejected
24139,Late Delivery,1260.64,Pending
24144,Size Issue,2704.3,Refunded
24146,Changed Mind,488.95,Refunded
24165,Size Issue,283.19,Pending
24166,Changed Mind,468.29,Refunded
24176,Size Issue,176.55,Refunded
24177,Damaged Product,3971.72,Refunded
24208,Damaged Product,3075.94,Rejected
24221,Changed Mind,3635.95,Refunded
24223,Poor Quality,908.58,Refunded
24238,Damaged Product,3899.85,Pending
24244,Size Issue,2793.28,Pending
24245,Damaged Product,3866.41,Rejected
24257,Changed Mind,1947.97,Rejected
24270,Changed Mind,3131.38,Pending
24276,Wrong Item Delivered,2303.47,Refunded
24289,Late Delivery,4118.72,Pending
24294,Damaged Product,4972.18,Pending
24314,Damaged Product,3745.84,Rejected
24318,Damaged Product,3305.13,Refunded
24338,Wrong Item Delivered,4135.25,Refunded
24350,Damaged Product,1649.81,Pending
24379,Poor Quality,3418.1,Rejected
24381,Poor Quality,981.68,Pending
24387,Late Delivery,3570.62,Pending
24407,Poor Quality,4949.43,Pending
24413,Size Issue,4717.45,Refunded
24414,Late Delivery,3056.72,Refunded
24417,Late Delivery,3418.41,Refunded
24433,Damaged Product,4363.2,Pending
24440,Size Issue,4344.58,Refunded
24446,Late Delivery,1551.75,Rejected
24458,Wrong Item Delivered,2871.59,Refunded
24472,Damaged Product,3573.56,Pending
24482,Wrong Item Delivered,1502.43,Refunded
24488,Late Delivery,2706.9,Refunded
24491,Poor Quality,903.63,Rejected
24492,Damaged Product,367.02,Pending
24499,Late Delivery,505.95,Rejected
24509,Late Delivery,3138.15,Rejected
24532,Changed Mind,2881.36,Rejected
24546,Wrong Item Delivered,2893.03,Pending
24576,Changed Mind,597.07,Refunded
24585,Wrong Item Delivered,1712.91,Rejected
24604,Poor Quality,4535.95,Refunded
24616,Late Delivery,3522.46,Refunded
24619,Wrong Item Delivered,2846.64,Rejected
24622,Damaged Product,1329.43,Refunded
24662,Late Delivery,3255.6,Pending
24664,Changed Mind,4498.85,Rejected
24683,Wrong Item Delivered,442.91,Pending
24688,Damaged Product,3572.38,Refunded
24698,Late Delivery,825.45,Rejected
24709,Changed Mind,3432.89,Rejected
24720,Changed Mind,1346.4,Rejected
24731,Poor Quality,4332.28,Pending
24735,Late Delivery,4941.87,Refunded
24741,Wrong Item Delivered,1042.34,Pending
24776,Damaged Product,844.48,Refunded
24782,Damaged Product,593.05,Pending
24788,Size Issue,3666.93,Rejected
24805,Wrong Item Delivered,3123.78,Refunded
24809,Size Issue,1050.48,Pending
24810,Size Issue,795.92,Pending
24822,Damaged Product,3482.67,Pending
24828,Poor Quality,125.08,Refunded
24832,Changed Mind,2730.07,Refunded
24840,Size Issue,4435.92,Rejected
24842,Damaged Product,2329.03,Pending
24848,Wrong Item Delivered,4701.22,Rejected
24872,Poor Quality,1283.98,Pending
24878,Changed Mind,2668.85,Rejected
24879,Poor Quality,1942.82,Refunded
24882,Late Delivery,2629.5,Refunded
24893,Late Delivery,3702.35,Rejected
24894,Size Issue,1434.34,Refunded
24911,Late Delivery,3891.68,Refunded
24912,Damaged Product,2971.13,Refunded
24925,Wrong Item Delivered,3680.14,Rejected
24931,Wrong Item Delivered,1969.59,Rejected
24940,Poor Quality,2227.54,Rejected
24956,Late Delivery,3167.59,Pending
24959,Late Delivery,297.15,Pending
24968,Late Delivery,4956.44,Rejected
24979,Poor Quality,1633.52,Pending
24994,Late Delivery,3125.75,Pending
25000,Poor Quality,788.57,Rejected
25004,Size Issue,3812.66,Rejected
25016,Wrong Item Delivered,1612.58,Refunded
25022,Damaged Product,984.87,Rejected
25026,Wrong Item Delivered,1047.21,Refunded
25041,Changed Mind,3786.83,Pending
25045,Late Delivery,4814.62,Rejected
25051,Late Delivery,224.64,Pending
25082,Size Issue,4071.99,Refunded
25106,Changed Mind,1329.54,Rejected
25118,Late Delivery,2749.38,Refunded
25127,Changed Mind,2623.55,Refunded
25130,Size Issue,1881.33,Rejected
25134,Poor Quality,2418.85,Refunded
25135,Poor Quality,4225.94,Rejected
25143,Poor Quality,4941.73,Pending
25146,Damaged Product,1199,Refunded
25151,Wrong Item Delivered,3474.19,Rejected
25159,Wrong Item Delivered,1231.22,Pending
25173,Wrong Item Delivered,4052.06,Pending
25203,Changed Mind,1701.68,Refunded
25214,Damaged Product,2067.71,Rejected
25218,Poor Quality,3868.32,Pending
25221,Poor Quality,359.66,Pending
25226,Changed Mind,3950.68,Rejected
25235,Changed Mind,4417.15,Pending
25241,Changed Mind,1276.5,Rejected
25252,Changed Mind,4789.07,Pending
25276,Wrong Item Delivered,4173.95,Rejected
25285,Poor Quality,2766.08,Pending
25291,Damaged Product,866.75,Pending
25311,Late Delivery,643.08,Pending
25318,Wrong Item Delivered,3837.79,Rejected
25335,Size Issue,4683.66,Refunded
25343,Poor Quality,1046.56,Refunded
25351,Size Issue,3255.73,Rejected
25355,Poor Quality,3968.79,Rejected
25356,Size Issue,1728.91,Refunded
25389,Changed Mind,1459.34,Pending
25390,Wrong Item Delivered,194.7,Refunded
25399,Late Delivery,4011.14,Refunded
25402,Changed Mind,2505.96,Pending
25404,Poor Quality,4912.87,Refunded
25418,Changed Mind,2760.87,Refunded
25455,Changed Mind,3934.45,Refunded
25463,Damaged Product,4969.92,Rejected
25466,Size Issue,2851.79,Pending
25475,Late Delivery,1836.65,Refunded
25484,Damaged Product,3544.47,Rejected
25496,Late Delivery,224.3,Pending
25498,Changed Mind,4222.03,Pending
25501,Changed Mind,1362.24,Rejected
25503,Late Delivery,1225.84,Refunded
25504,Poor Quality,3971.52,Pending
25509,Poor Quality,1404.81,Refunded
25515,Damaged Product,3209.83,Refunded
25518,Size Issue,4079.65,Refunded
25521,Wrong Item Delivered,2346.37,Refunded
25523,Size Issue,3024.8,Rejected
25534,Damaged Product,3918.3,Rejected
25539,Changed Mind,4255.14,Rejected
25546,Late Delivery,910.33,Pending
25558,Changed Mind,1438.52,Rejected
25560,Changed Mind,1516.64,Rejected
25572,Damaged Product,1550.06,Pending
25580,Late Delivery,2862.57,Rejected
25585,Wrong Item Delivered,4151.29,Rejected
25589,Size Issue,2407.56,Pending
25597,Poor Quality,1154.97,Pending
25602,Size Issue,137.97,Refunded
25605,Size Issue,1904.37,Pending
25607,Size Issue,3058.05,Pending
25622,Damaged Product,3175.93,Rejected
25636,Poor Quality,2989.48,Rejected
25642,Damaged Product,2623.01,Rejected
25672,Late Delivery,3675.58,Rejected
25681,Changed Mind,3468.29,Pending
25687,Late Delivery,143.41,Pending
25706,Wrong Item Delivered,2490.96,Pending
25724,Poor Quality,3889.99,Pending
25735,Wrong Item Delivered,4415.47,Rejected
25740,Changed Mind,3866.96,Pending
25742,Size Issue,4535.79,Refunded
25745,Changed Mind,2930.04,Refunded
25774,Late Delivery,1036.17,Rejected
25783,Damaged Product,3608.05,Pending
25786,Late Delivery,1684.18,Refunded
25798,Size Issue,688.36,Rejected
25801,Damaged Product,3999,Refunded
25813,Late Delivery,1217.53,Pending
25825,Poor Quality,4665.48,Refunded
25833,Late Delivery,2668.92,Rejected
25851,Changed Mind,2105.62,Refunded
25856,Changed Mind,676.96,Rejected
25869,Damaged Product,3084.1,Pending
25886,Wrong Item Delivered,500.92,Refunded
25894,Changed Mind,830.88,Pending
25896,Changed Mind,3618.54,Pending
25903,Damaged Product,398.13,Refunded
25907,Size Issue,3486.92,Pending
25913,Damaged Product,1591.29,Refunded
25922,Late Delivery,749.46,Refunded
25927,Wrong Item Delivered,1666.96,Rejected
25933,Damaged Product,104.14,Pending
25945,Poor Quality,1637.91,Refunded
25958,Size Issue,1802.96,Rejected
25963,Poor Quality,2493.06,Refunded
25965,Changed Mind,941.78,Rejected
25967,Size Issue,2956.73,Rejected
25977,Poor Quality,485.46,Rejected
25984,Wrong Item Delivered,381.75,Pending
25997,Wrong Item Delivered,1395.07,Refunded
26008,Changed Mind,2664.6,Pending
26028,Wrong Item Delivered,2349.71,Refunded
26047,Damaged Product,4636.34,Refunded
26050,Wrong Item Delivered,445.44,Pending
26051,Size Issue,2275.82,Rejected
26052,Late Delivery,2887.69,Rejected
26056,Size Issue,2131.55,Pending
26061,Changed Mind,2350.93,Refunded
26069,Changed Mind,1210.59,Pending
26082,Changed Mind,3144.56,Rejected
26096,Damaged Product,4493.64,Pending
26098,Poor Quality,3292.01,Pending
26106,Wrong Item Delivered,3130.34,Refunded
26109,Poor Quality,3831.53,Rejected
26119,Poor Quality,1113.63,Pending
26127,Size Issue,1254.61,Refunded
26143,Size Issue,3024.88,Refunded
26163,Late Delivery,3527.5,Rejected
26169,Wrong Item Delivered,532.06,Refunded
26170,Damaged Product,728.42,Refunded
26176,Poor Quality,4738.77,Refunded
26180,Size Issue,1977.64,Pending
26185,Wrong Item Delivered,511.89,Rejected
26190,Changed Mind,4860.54,Rejected
26198,Size Issue,628.82,Rejected
26216,Wrong Item Delivered,3818.11,Rejected
26230,Changed Mind,4498.2,Rejected
26238,Changed Mind,4529.48,Refunded
26241,Poor Quality,1035.77,Rejected
26243,Changed Mind,4240.18,Pending
26262,Damaged Product,3033.36,Pending
26286,Poor Quality,3733.98,Pending
26292,Changed Mind,1918.33,Pending
26304,Poor Quality,3022.06,Pending
26320,Size Issue,3999.88,Pending
26321,Damaged Product,1559.94,Pending
26329,Size Issue,3149.91,Pending
26332,Damaged Product,2829.23,Refunded
26333,Size Issue,233.68,Rejected
26343,Late Delivery,4878.84,Rejected
26362,Size Issue,3782.43,Pending
26377,Late Delivery,2153.58,Rejected
26383,Poor Quality,2442.31,Refunded
26386,Damaged Product,4103.62,Refunded
26389,Poor Quality,4159.95,Rejected
26395,Wrong Item Delivered,3950.69,Refunded
26411,Late Delivery,1968.94,Rejected
26413,Changed Mind,1656.46,Refunded
26424,Poor Quality,2547.02,Refunded
26432,Damaged Product,2272.48,Refunded
26447,Late Delivery,4665.6,Pending
26451,Late Delivery,3621.86,Refunded
26455,Wrong Item Delivered,4009.06,Rejected
26457,Wrong Item Delivered,2026.29,Refunded
26473,Changed Mind,758.92,Refunded
26478,Changed Mind,1633.82,Pending
26480,Wrong Item Delivered,795.61,Refunded
26482,Wrong Item Delivered,1324.07,Refunded
26485,Poor Quality,1964.38,Pending
26488,Late Delivery,3216.25,Refunded
26492,Poor Quality,1296.83,Refunded
26497,Changed Mind,4534.3,Refunded
26509,Size Issue,1703.91,Rejected
26517,Poor Quality,3258.66,Pending
26533,Damaged Product,743.35,Pending
26534,Late Delivery,3340.59,Rejected
26536,Wrong Item Delivered,3962.93,Pending
26553,Damaged Product,3724.26,Rejected
26564,Wrong Item Delivered,1330.9,Refunded
26580,Poor Quality,2476.21,Refunded
26581,Size Issue,4205.41,Refunded
26583,Changed Mind,2846.32,Refunded
26586,Damaged Product,1213.95,Pending
26599,Late Delivery,149.74,Pending
26612,Poor Quality,4876.22,Rejected
26617,Wrong Item Delivered,2820.06,Refunded
26621,Late Delivery,2087.09,Refunded
26629,Damaged Product,502.32,Pending
26631,Wrong Item Delivered,1720.04,Pending
26646,Late Delivery,2510.15,Refunded
26647,Changed Mind,645.07,Pending
26651,Poor Quality,555.37,Pending
26664,Size Issue,2963.81,Refunded
26666,Late Delivery,1919.92,Pending
26685,Late Delivery,1318.89,Rejected
26696,Wrong Item Delivered,1420.07,Rejected
26698,Wrong Item Delivered,627.04,Pending
26701,Size Issue,2713.41,Pending
26702,Poor Quality,4392.75,Pending
26704,Size Issue,3532.4,Refunded
26716,Poor Quality,4365.64,Refunded
26723,Late Delivery,1490.33,Pending
26728,Late Delivery,3981.91,Refunded
26729,Changed Mind,4555.03,Pending
26738,Damaged Product,755.57,Rejected
26767,Damaged Product,1995.05,Refunded
26772,Size Issue,2943.78,Pending
26780,Size Issue,1224.86,Pending
26789,Poor Quality,3367.24,Rejected
26792,Size Issue,727.89,Refunded
26795,Wrong Item Delivered,2284.95,Pending
26796,Changed Mind,477.1,Pending
26797,Changed Mind,503.35,Refunded
26803,Damaged Product,3721.94,Pending
26808,Changed Mind,1038.71,Refunded
26818,Late Delivery,2057.44,Pending
26835,Late Delivery,1216.04,Rejected
26842,Poor Quality,364.86,Pending
26852,Changed Mind,1718.36,Pending
26858,Changed Mind,4292.31,Pending
26865,Damaged Product,2597.23,Rejected
26869,Changed Mind,3136.6,Refunded
26885,Wrong Item Delivered,937.87,Rejected
26891,Late Delivery,4771.89,Pending
26908,Damaged Product,1508.88,Rejected
26926,Late Delivery,2125,Refunded
26929,Wrong Item Delivered,3220.17,Refunded
26930,Size Issue,3887.94,Refunded
26949,Damaged Product,1118.82,Rejected
26950,Late Delivery,1193.11,Rejected
26954,Late Delivery,3304.82,Pending
26973,Changed Mind,2845.72,Refunded
26998,Damaged Product,4077.95,Rejected
26999,Size Issue,1851.25,Rejected
27000,Damaged Product,1756.93,Pending
27001,Poor Quality,313.87,Pending
27013,Damaged Product,1440.59,Pending
27017,Size Issue,2322.02,Refunded
27040,Changed Mind,3301.24,Pending
27045,Size Issue,517.56,Pending
27048,Damaged Product,205.53,Rejected
27050,Poor Quality,2991.42,Pending
27058,Damaged Product,3990.2,Refunded
27065,Poor Quality,2592.5,Pending
27066,Changed Mind,3054.12,Refunded
27068,Poor Quality,1749.05,Pending
27074,Wrong Item Delivered,1625.57,Pending
27090,Changed Mind,2994.3,Refunded
27116,Wrong Item Delivered,1000.53,Rejected
27117,Late Delivery,4231.83,Pending
27125,Poor Quality,810.18,Rejected
27131,Poor Quality,4160.7,Rejected
27134,Poor Quality,3493.68,Pending
27139,Size Issue,2190.43,Rejected
27161,Damaged Product,1219.95,Pending
27164,Size Issue,1748.23,Pending
27169,Wrong Item Delivered,3749.12,Pending
27188,Damaged Product,222.94,Rejected
27194,Size Issue,2759.78,Rejected
27195,Changed Mind,159.32,Refunded
27196,Damaged Product,3253.97,Rejected
27199,Size Issue,1550.53,Refunded
27209,Damaged Product,4659.32,Pending
27218,Damaged Product,1641.08,Pending
27235,Changed Mind,1904.74,Pending
